Time,Latitude,Longitude,counts,PM1,PM25,PM10,Temperature,Humidity,Pressure,Altitude,VOC
1712790445.52,0,0,46.0,5.0,9.6,9.6,23.04859375,45.43858614998785,1007.6996925072559,46.31292273294978,307549.6
1712790450.54,0,0,50.2,5.0,9.4,10.0,22.9838671875,45.7592017528378,1007.6863664955312,46.42436609444545,310349.2
1712790455.55,0,0,39.2,5.0,9.4,10.0,22.9815625,45.72815027129012,1007.6859996821728,46.42743365510911,315996.8
1712790460.58,0,0,40.6,5.0,9.2,10.0,22.9828515625,45.72583965032453,1007.6805688308596,46.47285134838246,319852.8
1712790465.49,0,0,39.2,5.0,9.2,10.0,22.9828515625,45.72583965032453,1007.6805688308596,46.47285134838246,319852.8
1712790470.55,0,0,41.6,5.0,9.0,10.0,22.981796874999997,45.751570320658246,1007.6905085346392,46.389726677149774,322647.8
1712790475.52,0,0,48.6,5.0,9.0,10.0,22.9712109375,45.815595058510546,1007.6898772482534,46.395006056168285,323971.6
1712790480.54,0,0,43.6,5.0,8.6,8.6,22.9702734375,45.87584673872036,1007.6835215088337,46.4481583372668,327098.6
1712790485.51,0,0,43.6,5.0,8.6,8.6,22.954375000000002,45.88506143380131,1007.6837435928383,46.44630112857983,326536.2
1712790490.58,0,0,41.0,4.8,7.8,7.8,22.920781249999997,45.85399731882313,1007.7052642686579,46.266327332818996,327398.0
1712790495.51,0,0,45.4,4.8,7.8,7.8,22.875859374999997,45.85609850771472,1007.7019048633438,46.29442127180998,327706.8
1712790500.54,0,0,46.2,4.0,7.0,7.0,22.829765625,46.08980111907964,1007.7007245459378,46.30429202915077,327403.4
1712790505.52,0,0,47.4,4.0,7.0,7.0,22.7707421875,46.16299855224528,1007.7005215845217,46.30598935885155,330016.0
1712790510.54,0,0,46.2,5.0,7.0,7.0,22.712421874999997,46.19558690091081,1007.6987164494234,46.32108530767943,330396.6
1712790515.53,0,0,42.2,5.0,7.0,7.0,22.649609374999997,46.328877926996256,1007.7001262673439,46.309295318687774,331216.2
1712790520.55,0,0,44.6,5.0,7.0,7.0,22.5852734375,46.44106089106269,1007.697287885285,46.3330321950128,333319.4
1712790525.52,0,0,43.6,5.0,7.0,7.0,22.525468749999998,46.51799482818478,1007.6909258179464,46.38623703704383,334671.4
1712790530.56,0,0,42.6,5.0,7.6,8.2,22.46859375,46.5928292948777,1007.6845791949015,46.439313039570195,337017.0
1712790535.54,0,0,42.6,5.0,7.6,8.2,22.4019921875,46.6826119060092,1007.6865308591929,46.42299150790812,335967.8
1712790540.55,0,0,38.2,5.0,8.0,9.0,22.3253125,46.795980308464756,1007.69584624746,46.345088283423955,336429.2
1712790545.52,0,0,42.4,5.0,8.0,9.0,22.254414062499997,46.931148859731955,1007.698209036239,46.32532876496716,338464.6
1712790550.55,0,0,47.6,5.2,8.2,9.2,22.198867187499996,47.08063135942807,1007.6898720912756,46.39504920979287,339199.0
1712790555.52,0,0,43.4,5.2,8.2,9.2,22.162929687500004,47.22388623456337,1007.6926320002465,46.371968475164124,340857.8
1712790560.54,0,0,48.0,6.0,9.6,10.0,22.1686328125,47.32631548129762,1007.7041077348124,46.27599924352744,340324.0
1712790565.53,0,0,42.6,6.0,9.6,10.0,22.193671875,47.364077468216806,1007.7046247006747,46.27167590512536,340054.8
1712790570.56,0,0,43.2,6.0,10.0,10.4,22.218984374999998,47.33856403440266,1007.7028456314556,46.28655386208154,340928.2
1712790575.52,0,0,41.4,6.0,10.0,10.4,22.2509375,47.30640303560303,1007.6993322457116,46.3159355322321,341598.0
1712790580.53,0,0,41.4,5.2,9.2,10.2,22.282109375,47.264225849707515,1007.7027594544427,46.28727460385973,340859.2
1712790585.57,0,0,55.4,5.2,9.2,10.2,22.31,47.20429259069128,1007.7028244657301,46.28673087908396,342003.8
1712790590.54,0,0,48.0,5.0,9.0,9.4,22.3370703125,47.14055855041504,1007.6908934062916,46.38650818115494,342610.0
1712790595.52,0,0,47.2,5.0,9.0,9.4,22.3595703125,47.0750569456801,1007.6717564675713,46.54654870527915,343637.4
1712790600.52,0,0,43.4,5.0,8.6,9.0,22.3595703125,47.0750569456801,1007.6717564675713,46.54654870527915,343637.4
1712790605.52,0,0,43.2,5.0,8.6,9.0,22.3838671875,47.011030727140145,1007.6758308015435,46.512475201904564,344038.6
1712790610.55,0,0,45.8,5.0,7.8,8.2,22.404062500000002,46.961401390532025,1007.6848012494631,46.437456027729276,343971.6
1712790615.52,0,0,46.0,5.0,7.8,8.2,22.425156249999997,46.90074456999196,1007.6859866576851,46.42754259146385,345206.0
