Time,Pm25,Pm100,Temp,Gas,Humidity,Pressure,Altitude
1707960205.9769657,0,2,22.597578125,400907,47.06201210486792,1009.8936308390912,27.981617629918254
1707960206.9902418,0,2,22.6692578125,401384,47.02014197600202,1009.88838379137,28.025420502831224
1707960208.0034754,0,2,22.71828125,404272,46.9314233338993,1009.8933470870619,27.98398641519068
1707960209.0167344,0,2,22.7598828125,403788,46.6906724810204,1009.8984122944233,27.94170172875806
1707960210.029978,0,2,22.81515625,399956,46.45185602958918,1009.9030766653384,27.90276340339857
1707960211.0432389,0,2,22.8719921875,395963,46.35173753284579,1009.9050211985855,27.88653041742251
1707960212.0564435,0,2,22.9262890625,397363,46.33933188651529,1009.9080556676192,27.861198685490915
1707960213.0790691,0,2,22.9690625,396196,46.30670494881625,1009.90797742306,27.861851869899738
1707960214.0930839,0,3,22.99875,402342,46.128074278037055,1009.9075008816441,27.865830031361998
1707960215.106724,0,3,23.03,404515,45.81187639966184,1009.9166180266039,27.789720488893813
1707960216.1211035,0,3,23.0673046875,403788,45.48443263087891,1009.9163327239876,27.792102174698325
1707960217.1438177,0,2,23.0887890625,405731,45.20569110541422,1009.9094088436515,27.849902398785467
1707960218.1611414,0,2,23.109296875,407941,44.9397452976629,1009.9131871568216,27.81836118018051
1707960219.1742227,0,2,23.1051953125,409427,44.59666345831956,1009.902936980877,27.903929491865615
1707960220.1873755,0,2,23.13234375,409427,44.276497518414665,1009.9105821434048,27.84010772560994
1707960221.2006824,0,2,23.1462109375,408930,44.09184589739013,1009.9157638772512,27.796850868130896
1707960222.2139225,0,2,23.142109375,408435,43.837177773853625,1009.9143056151638,27.809024349632445
1707960223.2272968,0,2,23.1661328125,411174,43.66652778492498,1009.916817139372,27.788058310094403
1707960224.241081,0,2,23.185078125,410924,43.501648385739614,1009.919782553078,27.76330328512081
1707960225.2543817,0,2,23.2020703125,411174,43.349057349723594,1009.9212988969241,27.750644996575087
1707960226.2681954,0,2,23.22296875,409924,43.22790321553484,1009.9292262741302,27.684468285770656
1707960227.2818367,0,2,23.2184765625,409178,43.140991236744284,1009.9271279317879,27.70198493298852
1707960228.295013,0,2,23.209296875,410673,43.010436143587796,1009.9261275576084,27.710335917004922
1707960229.3082664,0,2,23.18625,416250,42.8722737294848,1009.923464786389,27.732564392098464
1707960230.3221946,0,2,23.169453125,414460,42.6549408296792,1009.9169925168376,27.786594272079633
1707960231.33543,0,2,23.1473828125,419096,42.47418273994515,1009.9106541648346,27.83950649304985
1707960232.3486943,0,2,23.1032421875,421981,42.29119064969787,1009.9085218100512,27.857307336322542
1707960233.3619683,0,2,23.0411328125,421981,42.05740979878435,1009.9137997516029,27.81324727060303
1707960234.3752418,0,2,22.9864453125,425980,41.85541764749077,1009.9119086871615,27.829033786921556
1707960235.388486,1,2,22.91046875,425174,41.6819469946651,1009.8943818472759,27.975348154451932
1707960236.4017646,1,2,22.8501171875,433093,41.51650855489404,1009.8884321933464,28.025016437505464
1707960237.4154143,1,2,22.790546875,429781,41.36965425487175,1009.8837504171502,28.064100521912238
1707960238.4294195,1,3,22.7333203125,436457,41.22930798144116,1009.8846602603768,28.05650501932002
1707960239.4441829,1,3,22.721015625,434768,41.15485833262792,1009.8820232280963,28.078519360701097
