Time,Latitude,Longitude,counts,PM1,PM25,PM10,Temperature,Humidity,Pressure,Altitude,VOC
1712789122.55,0,0,38.2,2.6,4.6,4.6,28.10546875,37.2801277272537,1007.3183237319834,49.50272038922778,27582.8
1712789127.52,0,0,35.2,2.6,4.6,4.6,28.0680859375,37.07487133804686,1007.3487986130955,49.24779179406089,44464.0
1712789132.55,0,0,43.8,2.0,4.0,4.0,28.015781249999996,36.75322878926156,1007.4039577971243,48.78638569604945,60444.4
1712789137.5,0,0,43.8,2.0,4.0,4.0,27.963789062499995,36.87477326017364,1007.4149551294789,48.69439541968585,73574.8
1712789142.59,0,0,40.2,2.8,4.2,4.2,27.9596484375,37.230812695772556,1007.4188975311368,48.66141853550477,85211.4
1712789147.52,0,0,42.0,2.8,4.2,4.2,28.0021875,37.22579298748182,1007.405905094601,48.77009660293844,97823.0
1712789152.54,0,0,39.8,2.4,4.4,4.4,28.108046874999996,37.097822099029756,1007.4091119715413,48.743271887575624,107967.2
1712789157.52,0,0,35.0,2.4,4.4,4.4,28.190585937500003,37.458920516769,1007.4169875352463,48.67739494526747,116079.2
1712789162.54,0,0,41.0,2.8,4.6,4.6,28.2490625,37.62551215488155,1007.4203734449982,48.64907287232971,124859.8
1712789167.51,0,0,40.4,2.8,4.6,4.6,28.33234375,37.268361450668216,1007.4256036386001,48.605324205306786,132654.2
1712789172.54,0,0,44.8,1.8,3.4,3.4,28.4441015625,37.11265665560594,1007.4237741128,48.62062745673196,138910.2
1712789177.52,0,0,41.0,1.8,3.4,3.4,28.559492187500002,36.93508993296435,1007.4153666832217,48.690953079712514,145174.0
1712789182.54,0,0,37.2,1.6,3.0,3.0,28.6899609375,36.81328306064472,1007.3986746693557,48.83057769147136,150887.8
1712789187.51,0,0,37.2,1.6,3.0,3.0,28.808125,36.62096960389249,1007.4026488115478,48.79733468168878,156154.6
1712789192.59,0,0,50.0,2.2,4.4,4.4,28.921484375,36.21133529907812,1007.3973043958495,48.842039737156654,161650.8
1712789197.53,0,0,43.4,2.2,4.4,4.4,29.007578125,35.72156253637827,1007.3902506424371,48.901043309249225,166471.0
1712789202.54,0,0,45.0,2.6,5.0,5.0,29.033281249999998,35.37626247077178,1007.3928119731436,48.87961812834631,172272.8
1712789207.52,0,0,38.2,2.6,5.0,5.0,29.066015625,35.15465469561793,1007.3999481957762,48.81992481998808,177073.2
1712789212.55,0,0,34.6,2.0,4.0,4.0,29.10328125,35.02916216865241,1007.4027085398632,48.79683518740055,184716.6
1712789217.48,0,0,39.6,2.0,4.0,4.0,29.10328125,35.02916216865241,1007.4027085398632,48.79683518740055,184716.6
1712789222.54,0,0,44.0,1.8,3.6,3.8,29.161054687500002,34.90928990070371,1007.3915273487457,48.890363824097236,190829.2
1712789227.52,0,0,39.6,1.8,3.6,3.8,29.1848046875,34.771015676612286,1007.3908735078709,48.895833129766075,194354.2
1712789232.54,0,0,40.6,1.6,2.6,3.6,29.246953124999997,34.6958545819018,1007.3805867582371,48.98188083407697,197299.8
1712789237.5,0,0,40.6,1.6,2.6,3.6,29.2883203125,34.70343006683329,1007.3674840647554,49.091484614136405,200686.6
1712789242.61,0,0,44.4,1.8,3.8,5.4,29.3665234375,34.829697929340895,1007.3730339308006,49.04505995652106,203483.2
1712789247.52,0,0,38.6,1.8,3.8,5.4,29.437265625,34.89836293228759,1007.3771059844279,49.01099729888899,207012.4
1712789252.54,0,0,39.8,1.6,2.8,4.6,29.453242187500003,34.64541856860576,1007.3633528977377,49.12604198682833,210430.8
1712789257.52,0,0,40.8,1.6,2.8,4.6,29.48734375,34.602330138263746,1007.3653806577386,49.10907970623692,212937.8
1712789262.54,0,0,39.6,1.0,2.0,4.0,29.5569140625,34.5337415712621,1007.3751276963392,49.02754561967538,215129.0
1712789267.53,0,0,41.4,1.0,2.0,4.0,29.637343750000003,34.39664682241714,1007.3713908010643,49.05880478555599,217699.2
1712789272.54,0,0,40.4,1.6,2.6,4.6,29.687421874999995,34.24853488825067,1007.3662108267241,49.102135363861656,220244.4
1712789277.52,0,0,37.0,1.6,2.6,4.6,29.764453125,34.09971783838915,1007.3585997510202,49.16580239673562,222649.0
1712789282.54,0,0,40.4,2.0,3.0,4.4,29.862734375000002,33.913736203727346,1007.3711374575066,49.06092395715417,224464.0
1712789287.5,0,0,40.4,2.0,3.0,4.4,29.965078125,33.815002694290584,1007.3767407945618,49.01405214341983,226372.2
1712789292.6,0,0,39.6,2.0,3.0,5.0,30.041445312500002,33.800466392938425,1007.3776701314212,49.00627830427033,228461.8
1712789297.52,0,0,44.8,2.0,3.0,5.0,30.075,33.72282482789079,1007.3912192704181,48.89294087967334,231082.2
1712789302.54,0,0,33.6,1.6,2.6,2.6,30.121523437500002,33.51137601737106,1007.3884609814222,48.9160136312988,232724.8
1712789307.52,0,0,39.6,1.6,2.6,2.6,30.1809375,33.390222588014616,1007.3838473837801,48.954605904693075,234143.0
1712789312.55,0,0,43.8,1.0,2.0,2.0,30.19484375,33.12767728380818,1007.3794924915059,48.99103430916739,236828.8
1712789317.52,0,0,37.8,1.0,2.0,2.0,30.2082421875,33.08290810495668,1007.3847272287682,48.947246074104115,238557.4
1712789322.55,0,0,40.0,2.0,3.0,3.0,30.191835937500002,33.03300826557287,1007.3860372985521,48.93628745130941,240309.4
1712789327.52,0,0,42.6,2.0,3.0,3.0,30.1809765625,32.977905791024895,1007.382174626985,48.968598409705855,243076.2
1712789332.55,0,0,38.4,2.4,4.0,4.0,30.118515625000004,32.91906212146688,1007.3759007988301,49.021078650304254,245519.6
1712789337.5,0,0,38.4,2.4,4.0,4.0,30.028437500000003,33.108325640586486,1007.369243248969,49.076769071045135,247520.8
1712789342.6,0,0,41.0,1.8,3.4,3.4,29.8802734375,33.32094427411053,1007.3550387552605,49.19559060578502,249659.6
1712789347.52,0,0,45.8,1.8,3.4,3.4,29.7861328125,33.5113193699547,1007.3537988580413,49.20596238054279,250306.8
1712789352.51,0,0,43.8,1.6,3.2,3.2,29.7861328125,33.5113193699547,1007.3537988580413,49.20596238054279,250306.8
1712789357.52,0,0,42.6,1.6,3.2,3.2,29.732304687499997,33.70923952806173,1007.346966167873,49.26311881359887,250886.2
1712789362.54,0,0,42.6,2.0,3.6,3.6,29.720234375,33.903348497316316,1007.356029568656,49.18730225628498,250596.4
1712789367.52,0,0,42.4,2.0,3.6,3.6,29.6998828125,34.11887219265103,1007.3560548315394,49.187090952616444,252054.4
1712789372.55,0,0,42.2,2.6,3.8,3.8,29.70546875,34.20743710204857,1007.3568632505303,49.18032841561535,251433.4
1712789377.53,0,0,37.8,2.6,3.8,3.8,29.758671874999997,34.29841489865375,1007.3526133906355,49.21587897656318,251469.0
1712789382.55,0,0,44.0,1.6,3.0,3.0,29.8230078125,34.383597575064265,1007.362395765548,49.13404853364193,251469.8
1712789387.52,0,0,44.0,1.6,3.0,3.0,29.88828125,34.329713115448,1007.3653627463173,49.10922951353605,251797.8
1712789392.59,0,0,35.8,2.0,3.0,3.0,29.935429687499997,34.172047242868636,1007.3716523688214,49.056616693348296,252570.2
1712789397.52,0,0,40.0,2.0,3.0,3.0,29.9121484375,34.315823714499295,1007.35926613078,49.16022812363625,253939.0
1712789402.54,0,0,38.2,2.2,3.2,4.0,29.924296875,34.33209383020041,1007.3579568247147,49.17118052892746,254912.6
1712789407.53,0,0,41.6,2.2,3.2,4.0,29.8652734375,34.21847745957532,1007.3485572883925,49.249808939365224,257949.4
1712789412.54,0,0,39.2,1.8,2.8,3.2,29.715664062500004,34.00469259129485,1007.3450781699845,49.27891222912907,261925.4
1712789417.52,0,0,40.8,1.8,2.8,3.2,29.610898437499998,33.79794897922164,1007.3451249910675,49.27852054524834,264240.2
1712789422.55,0,0,37.4,1.6,3.0,4.0,29.510234375,33.76278602999617,1007.3438485180825,49.28919850631874,265786.2
1712789427.52,0,0,42.8,1.6,3.0,4.0,29.391875,33.73863470595289,1007.3295308327286,49.4089694039579,268041.6
1712789432.55,0,0,40.2,1.8,3.0,4.0,29.312578124999998,33.88686971308897,1007.3256711136808,49.44125696981517,269920.4
1712789437.52,0,0,40.2,1.8,3.0,4.0,29.220820312500003,34.29091622333179,1007.3332962400493,49.377470707900024,269334.6
1712789442.55,0,0,40.6,2.4,3.4,4.4,29.1315625,34.802958208028976,1007.3376920271537,49.340698813101994,269460.4
1712789447.52,0,0,40.2,2.4,3.4,4.4,29.0690234375,34.938520745050646,1007.3337861600785,49.3733723219116,270341.8
1712789452.55,0,0,36.2,2.4,4.0,5.0,29.022421875,34.91762097163702,1007.3323801999552,49.385133540452316,272597.0
1712789457.52,0,0,42.6,2.4,4.0,5.0,28.954218749999995,34.91085702081246,1007.3306093756158,49.399946999914754,273585.2
1712789462.52,0,0,40.8,2.4,4.0,5.0,28.907070312499997,35.04105773423083,1007.3293257349178,49.41068497969566,274104.4
1712789467.54,0,0,41.2,2.0,3.6,4.0,28.8888671875,35.0950913951324,1007.3269024565121,49.43095642675372,273282.4
1712789472.52,0,0,45.4,2.0,3.6,4.0,28.864765624999997,35.24752430603214,1007.3269509760199,49.43055055775217,272983.6
1712789477.55,0,0,42.6,2.0,3.0,4.0,28.835312499999997,35.49635858561845,1007.3203119213231,49.48608838091273,273111.6
1712789482.52,0,0,35.8,2.0,3.0,4.0,28.81171875,35.643341246484255,1007.3149475358671,49.53096341726375,274668.8
1712789487.59,0,0,35.8,3.0,4.0,4.6,28.790976562500003,35.64241973932686,1007.3163303745363,49.51939544211912,275326.2
1712789492.49,0,0,40.8,3.0,4.0,4.6,28.790976562500003,35.64241973932686,1007.3163303745363,49.51939544211912,275326.2
1712789497.55,0,0,40.8,2.4,3.4,3.4,28.758164062499997,35.698667154970536,1007.3180451367091,49.505050823362566,275893.4
1712789502.52,0,0,40.8,2.4,3.4,3.4,28.770156250000003,35.71973019896352,1007.3193173020105,49.49440879367858,276025.6
1712789507.55,0,0,44.0,2.8,3.8,3.8,28.764023437499997,35.806737955329396,1007.3207102728672,49.48275603012385,277440.2
1712789512.52,0,0,42.0,2.8,3.8,3.8,28.715898437499998,35.721281125453466,1007.3167454418277,49.515923235544065,278827.6
1712789517.55,0,0,43.6,2.0,3.0,3.0,28.659999999999997,35.51723380394789,1007.3187540765873,49.49912030948624,281726.2
1712789522.52,0,0,42.0,2.0,3.0,3.0,28.6151953125,35.40431913673724,1007.3243659680363,49.45217510436269,283152.4
1712789527.55,0,0,38.0,2.0,2.2,2.2,28.574179687500003,35.437513131951484,1007.337909549299,49.33887918266167,283480.4
1712789532.5,0,0,38.0,2.0,2.2,2.2,28.523007812499998,35.52564827070086,1007.3403466236311,49.318492526480505,284780.6
1712789537.6,0,0,45.2,2.4,3.0,3.0,28.490351562500003,35.4232968978326,1007.3318822221684,49.389299273216025,285909.4
1712789542.52,0,0,42.8,2.4,3.0,3.0,28.4595703125,35.38060552466082,1007.344500098286,49.28374791788265,287190.4
1712789547.55,0,0,40.6,3.0,4.0,5.0,28.3921875,35.37504285607158,1007.3411301291213,49.311938346588626,288191.8
1712789552.52,0,0,39.2,3.0,4.0,5.0,28.3087890625,35.47739037910093,1007.3305431869537,49.400500701988825,288337.2
1712789557.54,0,0,41.2,3.0,3.2,5.0,28.222539062499997,35.566667762664125,1007.3159480594956,49.52259366186399,290608.8
1712789562.52,0,0,42.2,3.0,3.2,5.0,28.138828124999996,35.64923316738142,1007.330761866667,49.398671548477225,291294.4
1712789567.55,0,0,43.8,3.0,3.6,5.0,28.0500390625,35.64966364199324,1007.3368705682678,49.34757052542112,292570.2
1712789572.51,0,0,34.6,3.0,3.6,5.0,28.004804687500002,35.87039031579561,1007.3239941601053,49.45528532879731,291246.6
1712789577.56,0,0,35.2,3.0,4.0,5.4,27.976328125,36.27903601548276,1007.3115816011219,49.55912077571414,288335.4
1712789582.5,0,0,35.2,3.0,4.0,5.4,27.925078125,36.462388458952546,1007.3172145783116,49.511998759229144,289588.0
1712789587.58,0,0,36.8,3.0,4.2,6.0,27.828945312500004,36.513533399152934,1007.2976934184968,49.67530193601541,290709.2
1712789592.58,0,0,47.2,3.0,4.2,6.0,27.701523437499997,36.43609948503382,1007.2846209472575,49.78466000308853,294010.6
